/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/acoustic_guitar/M3dekVSwNjY.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/acoustic_guitar/M3dekVSwNjY.mp4,1580
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/xylophone_flute/h2oiK1-8U5U.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/xylophone_flute/h2oiK1-8U5U.mp4,3174
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/accordion/4jGq3kfsJpg.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/accordion/4jGq3kfsJpg.mp4,470
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/cello/R6M2LLmUg1k.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/cello/R6M2LLmUg1k.mp4,892
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/erhu/-7l7M6vMm1k.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/erhu/-7l7M6vMm1k.mp4,721
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/violin/41b8GUEx-OM.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/violin/41b8GUEx-OM.mp4,1080
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/acoustic_guitar/9bEbuj4Qb3I.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/acoustic_guitar/9bEbuj4Qb3I.mp4,694
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/cello/Mff3pp-Fj2w.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/cello/Mff3pp-Fj2w.mp4,800
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/violin/2ZxAVUsuE4Y.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/violin/2ZxAVUsuE4Y.mp4,751
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/flute_violin/P-B8ooirjHE.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/flute_violin/P-B8ooirjHE.mp4,1403
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/xylophone/2kBkI6f1X_s.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/xylophone/2kBkI6f1X_s.mp4,782
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/clarinet/W9ZICrM6V-s.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/clarinet/W9ZICrM6V-s.mp4,363
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/acoustic_guitar/Czn6lg--pRw.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/acoustic_guitar/Czn6lg--pRw.mp4,1587
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/saxophone/NLGte2YC6Oc.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/saxophone/NLGte2YC6Oc.mp4,1153
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/accordion/9tiymgwLnKE.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/accordion/9tiymgwLnKE.mp4,1111
/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/audio/flute/SMp2-xo1lZE.wav,/bask/homes/h/hxh347/jiaoj-rep-learn/Dataset/MUSIC/11solo_9duet/frames/flute/SMp2-xo1lZE.mp4,458
